Date,UE,GDP,CPI,Country,CPI_Identifier,GDP_Identifier,UE_Identifier
1/1/1994,7.3,7136.3,146.2,US,CPIAUCNS,GDP,UNRATENSA
2/1/1994,7.1,,146.7,US,CPIAUCNS,GDP,UNRATENSA
3/1/1994,6.8,,147.2,US,CPIAUCNS,GDP,UNRATENSA
4/1/1994,6.2,7269.8,147.4,US,CPIAUCNS,GDP,UNRATENSA
5/1/1994,5.9,,147.5,US,CPIAUCNS,GDP,UNRATENSA
6/1/1994,6.2,,148,US,CPIAUCNS,GDP,UNRATENSA
7/1/1994,6.2,7352.3,148.4,US,CPIAUCNS,GDP,UNRATENSA
8/1/1994,5.9,,149,US,CPIAUCNS,GDP,UNRATENSA
9/1/1994,5.6,,149.4,US,CPIAUCNS,GDP,UNRATENSA
10/1/1994,5.4,7476.7,149.5,US,CPIAUCNS,GDP,UNRATENSA
11/1/1994,5.3,,149.7,US,CPIAUCNS,GDP,UNRATENSA
12/1/1994,5.1,,149.7,US,CPIAUCNS,GDP,UNRATENSA
1/1/1995,6.2,7545.3,150.3,US,CPIAUCNS,GDP,UNRATENSA
2/1/1995,5.9,,150.9,US,CPIAUCNS,GDP,UNRATENSA
3/1/1995,5.7,,151.4,US,CPIAUCNS,GDP,UNRATENSA
4/1/1995,5.6,7604.9,151.9,US,CPIAUCNS,GDP,UNRATENSA
5/1/1995,5.5,,152.2,US,CPIAUCNS,GDP,UNRATENSA
6/1/1995,5.8,,152.5,US,CPIAUCNS,GDP,UNRATENSA
7/1/1995,5.9,7706.5,152.5,US,CPIAUCNS,GDP,UNRATENSA
8/1/1995,5.6,,152.9,US,CPIAUCNS,GDP,UNRATENSA
9/1/1995,5.4,,153.2,US,CPIAUCNS,GDP,UNRATENSA
10/1/1995,5.2,7799.5,153.7,US,CPIAUCNS,GDP,UNRATENSA
11/1/1995,5.3,,153.6,US,CPIAUCNS,GDP,UNRATENSA
12/1/1995,5.2,,153.5,US,CPIAUCNS,GDP,UNRATENSA
1/1/1996,6.3,7893.1,154.4,US,CPIAUCNS,GDP,UNRATENSA
2/1/1996,6,,154.9,US,CPIAUCNS,GDP,UNRATENSA
3/1/1996,5.8,,155.7,US,CPIAUCNS,GDP,UNRATENSA
4/1/1996,5.4,8061.5,156.3,US,CPIAUCNS,GDP,UNRATENSA
5/1/1996,5.4,,156.6,US,CPIAUCNS,GDP,UNRATENSA
6/1/1996,5.5,,156.7,US,CPIAUCNS,GDP,UNRATENSA
7/1/1996,5.6,8159,157,US,CPIAUCNS,GDP,UNRATENSA
8/1/1996,5.1,,157.3,US,CPIAUCNS,GDP,UNRATENSA
9/1/1996,5,,157.8,US,CPIAUCNS,GDP,UNRATENSA
10/1/1996,4.9,8287.1,158.3,US,CPIAUCNS,GDP,UNRATENSA
11/1/1996,5,,158.6,US,CPIAUCNS,GDP,UNRATENSA
12/1/1996,5,,158.6,US,CPIAUCNS,GDP,UNRATENSA
1/1/1997,5.9,8402.1,159.1,US,CPIAUCNS,GDP,UNRATENSA
2/1/1997,5.7,,159.6,US,CPIAUCNS,GDP,UNRATENSA
3/1/1997,5.5,,160,US,CPIAUCNS,GDP,UNRATENSA
4/1/1997,4.8,8551.9,160.2,US,CPIAUCNS,GDP,UNRATENSA
5/1/1997,4.7,,160.1,US,CPIAUCNS,GDP,UNRATENSA
6/1/1997,5.2,,160.3,US,CPIAUCNS,GDP,UNRATENSA
7/1/1997,5,8691.8,160.5,US,CPIAUCNS,GDP,UNRATENSA
8/1/1997,4.8,,160.8,US,CPIAUCNS,GDP,UNRATENSA
9/1/1997,4.7,,161.2,US,CPIAUCNS,GDP,UNRATENSA
10/1/1997,4.4,8788.3,161.6,US,CPIAUCNS,GDP,UNRATENSA
11/1/1997,4.3,,161.5,US,CPIAUCNS,GDP,UNRATENSA
12/1/1997,4.4,,161.3,US,CPIAUCNS,GDP,UNRATENSA
1/1/1998,5.2,8889.7,161.6,US,CPIAUCNS,GDP,UNRATENSA
2/1/1998,5,,161.9,US,CPIAUCNS,GDP,UNRATENSA
3/1/1998,5,,162.2,US,CPIAUCNS,GDP,UNRATENSA
4/1/1998,4.1,8994.7,162.5,US,CPIAUCNS,GDP,UNRATENSA
5/1/1998,4.2,,162.8,US,CPIAUCNS,GDP,UNRATENSA
6/1/1998,4.7,,163,US,CPIAUCNS,GDP,UNRATENSA
7/1/1998,4.7,9146.5,163.2,US,CPIAUCNS,GDP,UNRATENSA
8/1/1998,4.5,,163.4,US,CPIAUCNS,GDP,UNRATENSA
9/1/1998,4.4,,163.6,US,CPIAUCNS,GDP,UNRATENSA
10/1/1998,4.2,9325.7,164,US,CPIAUCNS,GDP,UNRATENSA
11/1/1998,4.1,,164,US,CPIAUCNS,GDP,UNRATENSA
12/1/1998,4,,163.9,US,CPIAUCNS,GDP,UNRATENSA
1/1/1999,4.8,9447.1,164.3,US,CPIAUCNS,GDP,UNRATENSA
2/1/1999,4.7,,164.5,US,CPIAUCNS,GDP,UNRATENSA
3/1/1999,4.4,,165,US,CPIAUCNS,GDP,UNRATENSA
4/1/1999,4.1,9557,166.2,US,CPIAUCNS,GDP,UNRATENSA
5/1/1999,4,,166.2,US,CPIAUCNS,GDP,UNRATENSA
6/1/1999,4.5,,166.2,US,CPIAUCNS,GDP,UNRATENSA
7/1/1999,4.5,9712.3,166.7,US,CPIAUCNS,GDP,UNRATENSA
8/1/1999,4.2,,167.1,US,CPIAUCNS,GDP,UNRATENSA
9/1/1999,4.1,,167.9,US,CPIAUCNS,GDP,UNRATENSA
10/1/1999,3.8,9926.1,168.2,US,CPIAUCNS,GDP,UNRATENSA
11/1/1999,3.8,,168.3,US,CPIAUCNS,GDP,UNRATENSA
12/1/1999,3.7,,168.3,US,CPIAUCNS,GDP,UNRATENSA
1/1/2000,4.5,10031,168.8,US,CPIAUCNS,GDP,UNRATENSA
2/1/2000,4.4,,169.8,US,CPIAUCNS,GDP,UNRATENSA
3/1/2000,4.3,,171.2,US,CPIAUCNS,GDP,UNRATENSA
4/1/2000,3.7,10278.3,171.3,US,CPIAUCNS,GDP,UNRATENSA
5/1/2000,3.8,,171.5,US,CPIAUCNS,GDP,UNRATENSA
6/1/2000,4.1,,172.4,US,CPIAUCNS,GDP,UNRATENSA
7/1/2000,4.2,10357.4,172.8,US,CPIAUCNS,GDP,UNRATENSA
8/1/2000,4.1,,172.8,US,CPIAUCNS,GDP,UNRATENSA
9/1/2000,3.8,,173.7,US,CPIAUCNS,GDP,UNRATENSA
10/1/2000,3.6,10472.3,174,US,CPIAUCNS,GDP,UNRATENSA
11/1/2000,3.7,,174.1,US,CPIAUCNS,GDP,UNRATENSA
12/1/2000,3.7,,174,US,CPIAUCNS,GDP,UNRATENSA
1/1/2001,4.7,10508.1,175.1,US,CPIAUCNS,GDP,UNRATENSA
2/1/2001,4.6,,175.8,US,CPIAUCNS,GDP,UNRATENSA
3/1/2001,4.5,,176.2,US,CPIAUCNS,GDP,UNRATENSA
4/1/2001,4.2,10638.4,176.9,US,CPIAUCNS,GDP,UNRATENSA
5/1/2001,4.1,,177.7,US,CPIAUCNS,GDP,UNRATENSA
6/1/2001,4.7,,178,US,CPIAUCNS,GDP,UNRATENSA
7/1/2001,4.7,10639.5,177.5,US,CPIAUCNS,GDP,UNRATENSA
8/1/2001,4.9,,177.5,US,CPIAUCNS,GDP,UNRATENSA
9/1/2001,4.7,,178.3,US,CPIAUCNS,GDP,UNRATENSA
10/1/2001,5,10701.3,177.7,US,CPIAUCNS,GDP,UNRATENSA
11/1/2001,5.3,,177.4,US,CPIAUCNS,GDP,UNRATENSA
12/1/2001,5.4,,176.7,US,CPIAUCNS,GDP,UNRATENSA
1/1/2002,6.3,10834.4,177.1,US,CPIAUCNS,GDP,UNRATENSA
2/1/2002,6.1,,177.8,US,CPIAUCNS,GDP,UNRATENSA
3/1/2002,6.1,,178.8,US,CPIAUCNS,GDP,UNRATENSA
4/1/2002,5.7,10934.8,179.8,US,CPIAUCNS,GDP,UNRATENSA
5/1/2002,5.5,,179.8,US,CPIAUCNS,GDP,UNRATENSA
6/1/2002,6,,179.9,US,CPIAUCNS,GDP,UNRATENSA
7/1/2002,5.9,11037.1,180.1,US,CPIAUCNS,GDP,UNRATENSA
8/1/2002,5.7,,180.7,US,CPIAUCNS,GDP,UNRATENSA
9/1/2002,5.4,,181,US,CPIAUCNS,GDP,UNRATENSA
10/1/2002,5.3,11103.8,181.3,US,CPIAUCNS,GDP,UNRATENSA
11/1/2002,5.6,,181.3,US,CPIAUCNS,GDP,UNRATENSA
12/1/2002,5.7,,180.9,US,CPIAUCNS,GDP,UNRATENSA
1/1/2003,6.5,11230.1,181.7,US,CPIAUCNS,GDP,UNRATENSA
2/1/2003,6.4,,183.1,US,CPIAUCNS,GDP,UNRATENSA
3/1/2003,6.2,,184.2,US,CPIAUCNS,GDP,UNRATENSA
4/1/2003,5.8,11370.7,183.8,US,CPIAUCNS,GDP,UNRATENSA
5/1/2003,5.8,,183.5,US,CPIAUCNS,GDP,UNRATENSA
6/1/2003,6.5,,183.7,US,CPIAUCNS,GDP,UNRATENSA
7/1/2003,6.3,11625.1,183.9,US,CPIAUCNS,GDP,UNRATENSA
8/1/2003,6,,184.6,US,CPIAUCNS,GDP,UNRATENSA
9/1/2003,5.8,,185.2,US,CPIAUCNS,GDP,UNRATENSA
10/1/2003,5.6,11816.8,185,US,CPIAUCNS,GDP,UNRATENSA
11/1/2003,5.6,,184.5,US,CPIAUCNS,GDP,UNRATENSA
12/1/2003,5.4,,184.3,US,CPIAUCNS,GDP,UNRATENSA
1/1/2004,6.3,11988.4,185.2,US,CPIAUCNS,GDP,UNRATENSA
2/1/2004,6,,186.2,US,CPIAUCNS,GDP,UNRATENSA
3/1/2004,6,,187.4,US,CPIAUCNS,GDP,UNRATENSA
4/1/2004,5.4,12181.4,188,US,CPIAUCNS,GDP,UNRATENSA
5/1/2004,5.3,,189.1,US,CPIAUCNS,GDP,UNRATENSA
6/1/2004,5.8,,189.7,US,CPIAUCNS,GDP,UNRATENSA
7/1/2004,5.7,12367.7,189.4,US,CPIAUCNS,GDP,UNRATENSA
8/1/2004,5.4,,189.5,US,CPIAUCNS,GDP,UNRATENSA
9/1/2004,5.1,,189.9,US,CPIAUCNS,GDP,UNRATENSA
10/1/2004,5.1,12562.2,190.9,US,CPIAUCNS,GDP,UNRATENSA
11/1/2004,5.2,,191,US,CPIAUCNS,GDP,UNRATENSA
12/1/2004,5.1,,190.3,US,CPIAUCNS,GDP,UNRATENSA
1/1/2005,5.7,12813.7,190.7,US,CPIAUCNS,GDP,UNRATENSA
2/1/2005,5.8,,191.8,US,CPIAUCNS,GDP,UNRATENSA
3/1/2005,5.4,,193.3,US,CPIAUCNS,GDP,UNRATENSA
4/1/2005,4.9,12974.1,194.6,US,CPIAUCNS,GDP,UNRATENSA
5/1/2005,4.9,,194.4,US,CPIAUCNS,GDP,UNRATENSA
6/1/2005,5.2,,194.5,US,CPIAUCNS,GDP,UNRATENSA
7/1/2005,5.2,13205.4,195.4,US,CPIAUCNS,GDP,UNRATENSA
8/1/2005,4.9,,196.4,US,CPIAUCNS,GDP,UNRATENSA
9/1/2005,4.8,,198.8,US,CPIAUCNS,GDP,UNRATENSA
10/1/2005,4.6,13381.6,199.2,US,CPIAUCNS,GDP,UNRATENSA
11/1/2005,4.8,,197.6,US,CPIAUCNS,GDP,UNRATENSA
12/1/2005,4.6,,196.8,US,CPIAUCNS,GDP,UNRATENSA
1/1/2006,5.1,13648.9,198.3,US,CPIAUCNS,GDP,UNRATENSA
2/1/2006,5.1,,198.7,US,CPIAUCNS,GDP,UNRATENSA
3/1/2006,4.8,,199.8,US,CPIAUCNS,GDP,UNRATENSA
4/1/2006,4.5,13799.8,201.5,US,CPIAUCNS,GDP,UNRATENSA
5/1/2006,4.4,,202.5,US,CPIAUCNS,GDP,UNRATENSA
6/1/2006,4.8,,202.9,US,CPIAUCNS,GDP,UNRATENSA
7/1/2006,5,13908.5,203.5,US,CPIAUCNS,GDP,UNRATENSA
8/1/2006,4.6,,203.9,US,CPIAUCNS,GDP,UNRATENSA
9/1/2006,4.4,,202.9,US,CPIAUCNS,GDP,UNRATENSA
10/1/2006,4.1,14066.4,201.8,US,CPIAUCNS,GDP,UNRATENSA
11/1/2006,4.3,,201.5,US,CPIAUCNS,GDP,UNRATENSA
12/1/2006,4.3,,201.8,US,CPIAUCNS,GDP,UNRATENSA
1/1/2007,5,14233.2,202.416,US,CPIAUCNS,GDP,UNRATENSA
2/1/2007,4.9,,203.499,US,CPIAUCNS,GDP,UNRATENSA
3/1/2007,4.5,,205.352,US,CPIAUCNS,GDP,UNRATENSA
4/1/2007,4.3,14422.3,206.686,US,CPIAUCNS,GDP,UNRATENSA
5/1/2007,4.3,,207.949,US,CPIAUCNS,GDP,UNRATENSA
6/1/2007,4.7,,208.352,US,CPIAUCNS,GDP,UNRATENSA
7/1/2007,4.9,14569.7,208.299,US,CPIAUCNS,GDP,UNRATENSA
8/1/2007,4.6,,207.917,US,CPIAUCNS,GDP,UNRATENSA
9/1/2007,4.5,,208.49,US,CPIAUCNS,GDP,UNRATENSA
10/1/2007,4.4,14685.3,208.936,US,CPIAUCNS,GDP,UNRATENSA
11/1/2007,4.5,,210.177,US,CPIAUCNS,GDP,UNRATENSA
12/1/2007,4.8,,210.036,US,CPIAUCNS,GDP,UNRATENSA
1/1/2008,5.4,14668.4,211.08,US,CPIAUCNS,GDP,UNRATENSA
2/1/2008,5.2,,211.693,US,CPIAUCNS,GDP,UNRATENSA
3/1/2008,5.2,,213.528,US,CPIAUCNS,GDP,UNRATENSA
4/1/2008,4.8,14813,214.823,US,CPIAUCNS,GDP,UNRATENSA
5/1/2008,5.2,,216.632,US,CPIAUCNS,GDP,UNRATENSA
6/1/2008,5.7,,218.815,US,CPIAUCNS,GDP,UNRATENSA
7/1/2008,6,14843,219.964,US,CPIAUCNS,GDP,UNRATENSA
8/1/2008,6.1,,219.086,US,CPIAUCNS,GDP,UNRATENSA
9/1/2008,6,,218.783,US,CPIAUCNS,GDP,UNRATENSA
10/1/2008,6.1,14549.9,216.573,US,CPIAUCNS,GDP,UNRATENSA
11/1/2008,6.5,,212.425,US,CPIAUCNS,GDP,UNRATENSA
12/1/2008,7.1,,210.228,US,CPIAUCNS,GDP,UNRATENSA
1/1/2009,8.5,14383.9,211.143,US,CPIAUCNS,GDP,UNRATENSA
2/1/2009,8.9,,212.193,US,CPIAUCNS,GDP,UNRATENSA
3/1/2009,9,,212.709,US,CPIAUCNS,GDP,UNRATENSA
4/1/2009,8.6,14340.4,213.24,US,CPIAUCNS,GDP,UNRATENSA
5/1/2009,9.1,,213.856,US,CPIAUCNS,GDP,UNRATENSA
6/1/2009,9.7,,215.693,US,CPIAUCNS,GDP,UNRATENSA
7/1/2009,9.7,14384.1,215.351,US,CPIAUCNS,GDP,UNRATENSA
8/1/2009,9.6,,215.834,US,CPIAUCNS,GDP,UNRATENSA
9/1/2009,9.5,,215.969,US,CPIAUCNS,GDP,UNRATENSA
10/1/2009,9.5,14566.5,216.177,US,CPIAUCNS,GDP,UNRATENSA
11/1/2009,9.4,,216.33,US,CPIAUCNS,GDP,UNRATENSA
12/1/2009,9.7,,215.949,US,CPIAUCNS,GDP,UNRATENSA
1/1/2010,10.6,14681.1,216.687,US,CPIAUCNS,GDP,UNRATENSA
2/1/2010,10.4,,216.741,US,CPIAUCNS,GDP,UNRATENSA
3/1/2010,10.2,,217.631,US,CPIAUCNS,GDP,UNRATENSA
4/1/2010,9.5,14888.6,218.009,US,CPIAUCNS,GDP,UNRATENSA
5/1/2010,9.3,,218.178,US,CPIAUCNS,GDP,UNRATENSA
6/1/2010,9.6,,217.965,US,CPIAUCNS,GDP,UNRATENSA
7/1/2010,9.7,15057.7,218.011,US,CPIAUCNS,GDP,UNRATENSA
8/1/2010,9.5,,218.312,US,CPIAUCNS,GDP,UNRATENSA
9/1/2010,9.2,,218.439,US,CPIAUCNS,GDP,UNRATENSA
10/1/2010,9,15230.2,218.711,US,CPIAUCNS,GDP,UNRATENSA
11/1/2010,9.3,,218.803,US,CPIAUCNS,GDP,UNRATENSA
12/1/2010,9.1,,219.179,US,CPIAUCNS,GDP,UNRATENSA
1/1/2011,9.8,15238.4,220.223,US,CPIAUCNS,GDP,UNRATENSA
2/1/2011,9.5,,221.309,US,CPIAUCNS,GDP,UNRATENSA
3/1/2011,9.2,,223.467,US,CPIAUCNS,GDP,UNRATENSA
4/1/2011,8.7,15460.9,224.906,US,CPIAUCNS,GDP,UNRATENSA
5/1/2011,8.7,,225.964,US,CPIAUCNS,GDP,UNRATENSA
6/1/2011,9.3,,225.722,US,CPIAUCNS,GDP,UNRATENSA
7/1/2011,9.3,15587.1,225.922,US,CPIAUCNS,GDP,UNRATENSA
8/1/2011,9.1,,226.545,US,CPIAUCNS,GDP,UNRATENSA
9/1/2011,8.8,,226.889,US,CPIAUCNS,GDP,UNRATENSA
10/1/2011,8.5,15785.3,226.421,US,CPIAUCNS,GDP,UNRATENSA
11/1/2011,8.2,,226.23,US,CPIAUCNS,GDP,UNRATENSA
12/1/2011,8.3,,225.672,US,CPIAUCNS,GDP,UNRATENSA
1/1/2012,8.8,15973.9,226.665,US,CPIAUCNS,GDP,UNRATENSA
2/1/2012,8.7,,227.663,US,CPIAUCNS,GDP,UNRATENSA
3/1/2012,8.4,,229.392,US,CPIAUCNS,GDP,UNRATENSA
4/1/2012,7.7,16121.9,230.085,US,CPIAUCNS,GDP,UNRATENSA
5/1/2012,7.9,,229.815,US,CPIAUCNS,GDP,UNRATENSA
6/1/2012,8.4,,229.478,US,CPIAUCNS,GDP,UNRATENSA
7/1/2012,8.6,16227.9,229.104,US,CPIAUCNS,GDP,UNRATENSA
8/1/2012,8.2,,230.379,US,CPIAUCNS,GDP,UNRATENSA
9/1/2012,7.6,,231.407,US,CPIAUCNS,GDP,UNRATENSA
10/1/2012,7.5,16297.3,231.317,US,CPIAUCNS,GDP,UNRATENSA
11/1/2012,7.4,,230.221,US,CPIAUCNS,GDP,UNRATENSA
12/1/2012,7.6,,229.601,US,CPIAUCNS,GDP,UNRATENSA
1/1/2013,8.5,16475.4,230.28,US,CPIAUCNS,GDP,UNRATENSA
2/1/2013,8.1,,232.166,US,CPIAUCNS,GDP,UNRATENSA
3/1/2013,7.6,,232.773,US,CPIAUCNS,GDP,UNRATENSA
4/1/2013,7.1,16541.4,232.531,US,CPIAUCNS,GDP,UNRATENSA
5/1/2013,7.3,,232.945,US,CPIAUCNS,GDP,UNRATENSA
6/1/2013,7.8,,233.504,US,CPIAUCNS,GDP,UNRATENSA
7/1/2013,7.7,16749.3,233.596,US,CPIAUCNS,GDP,UNRATENSA
8/1/2013,7.3,,233.877,US,CPIAUCNS,GDP,UNRATENSA
9/1/2013,7,,234.149,US,CPIAUCNS,GDP,UNRATENSA
10/1/2013,7,16999.9,233.546,US,CPIAUCNS,GDP,UNRATENSA
11/1/2013,6.6,,233.069,US,CPIAUCNS,GDP,UNRATENSA
12/1/2013,6.5,,233.049,US,CPIAUCNS,GDP,UNRATENSA
1/1/2014,7,17025.2,233.916,US,CPIAUCNS,GDP,UNRATENSA
2/1/2014,7,,234.781,US,CPIAUCNS,GDP,UNRATENSA
3/1/2014,6.8,,236.293,US,CPIAUCNS,GDP,UNRATENSA
4/1/2014,5.9,17285.6,237.072,US,CPIAUCNS,GDP,UNRATENSA
5/1/2014,6.1,,237.9,US,CPIAUCNS,GDP,UNRATENSA
6/1/2014,6.3,,238.343,US,CPIAUCNS,GDP,UNRATENSA
7/1/2014,6.5,17569.4,238.25,US,CPIAUCNS,GDP,UNRATENSA
8/1/2014,6.3,,237.852,US,CPIAUCNS,GDP,UNRATENSA
9/1/2014,5.7,,238.031,US,CPIAUCNS,GDP,UNRATENSA
10/1/2014,5.5,17692.2,237.433,US,CPIAUCNS,GDP,UNRATENSA
11/1/2014,5.5,,236.151,US,CPIAUCNS,GDP,UNRATENSA
12/1/2014,5.4,,234.812,US,CPIAUCNS,GDP,UNRATENSA
1/1/2015,6.1,17783.6,233.707,US,CPIAUCNS,GDP,UNRATENSA
2/1/2015,5.8,,234.722,US,CPIAUCNS,GDP,UNRATENSA
3/1/2015,5.6,,236.119,US,CPIAUCNS,GDP,UNRATENSA
4/1/2015,5.1,17998.3,236.599,US,CPIAUCNS,GDP,UNRATENSA
5/1/2015,5.3,,237.805,US,CPIAUCNS,GDP,UNRATENSA
6/1/2015,5.5,,238.638,US,CPIAUCNS,GDP,UNRATENSA
7/1/2015,5.6,18141.9,238.654,US,CPIAUCNS,GDP,UNRATENSA
8/1/2015,5.2,,238.316,US,CPIAUCNS,GDP,UNRATENSA
9/1/2015,4.9,,237.945,US,CPIAUCNS,GDP,UNRATENSA
10/1/2015,4.8,18222.8,237.838,US,CPIAUCNS,GDP,UNRATENSA
11/1/2015,4.8,,237.336,US,CPIAUCNS,GDP,UNRATENSA
12/1/2015,4.8,,236.525,US,CPIAUCNS,GDP,UNRATENSA
1/1/2016,5.3,18281.6,236.916,US,CPIAUCNS,GDP,UNRATENSA
1/1/1994,9.8,195904,64.74,UK,CPIUKQ,UKNGDP,LMUNRRTTGBM156N
2/1/1994,9.7,,,UK,CPIUKQ,UKNGDP,LMUNRRTTGBM156N
3/1/1994,9.5,,,UK,CPIUKQ,UKNGDP,LMUNRRTTGBM156N
4/1/1994,9.3,197522,65.68,UK,CPIUKQ,UKNGDP,LMUNRRTTGBM156N
5/1/1994,9,,,UK,CPIUKQ,UKNGDP,LMUNRRTTGBM156N
6/1/1994,8.8,,,UK,CPIUKQ,UKNGDP,LMUNRRTTGBM156N
7/1/1994,9,199744,65.63,UK,CPIUKQ,UKNGDP,LMUNRRTTGBM156N
8/1/1994,9,,,UK,CPIUKQ,UKNGDP,LMUNRRTTGBM156N
